affinity_level,product_a_id,product_a_name,product_a_category,product_b_id,product_b_name,product_b_category,co_occurrence_count,support,confidence_A_to_B
product,P001579,Willow Know,Automotive,P001036,Pulse Security,Electronics,2,0.0001,0.0769
product,P000827,Willow Cell,Books,P000085,Astra Make,Automotive,2,0.0001,0.0769
product,P001358,Orion Film,Books,P000446,GreenLeaf Opportunity,Clothing,2,0.0001,0.0769
product,P001458,NeoTech Leader,Automotive,P001919,GreenLeaf Look,Beauty,2,0.0001,0.0769
product,P000446,GreenLeaf Opportunity,Clothing,P001358,Orion Film,Books,2,0.0001,0.0769
product,P000691,GreenLeaf Concern,Groceries,P000271,Willow Include,Pet Supplies,2,0.0001,0.0769
product,P000044,NeoTech Possible,Toys,P000079,Orion However,Pet Supplies,2,0.0001,0.0769
product,P000549,Zenith History,Books,P000909,Orion Head,Pet Supplies,2,0.0001,0.0769
product,P001517,GreenLeaf Present,Clothing,P001403,Willow At,Sports,2,0.0001,0.0769
product,P001669,Solace Media,Toys,P001717,Orion Society,Electronics,2,0.0001,0.0769
product,P000340,Zenith Life,Groceries,P000314,Everest According,Books,2,0.0001,0.0769
product,P000179,NeoTech Movement,Home & Kitchen,P001878,Pulse Computer,Home & Kitchen,2,0.0001,0.0769
product,P000340,Zenith Life,Groceries,P001736,GreenLeaf Reach,Groceries,2,0.0001,0.0769
product,P000255,NeoTech Well,Beauty,P001326,GreenLeaf Interview,Clothing,2,0.0001,0.0769
product,P000063,Pulse Eight,Groceries,P001123,NeoTech May,Groceries,2,0.0001,0.0769
product,P001460,Solace Top,Pet Supplies,P000725,Astra Into,Electronics,2,0.0001,0.0769
product,P001018,Astra Yes,Automotive,P001799,Astra Protect,Groceries,2,0.0001,0.0769
product,P001260,Willow Add,Automotive,P001372,Everest Summer,Beauty,2,0.0001,0.0769
product,P001462,Zenith Happy,Electronics,P000521,Orion Risk,Groceries,2,0.0001,0.0769
product,P001462,Zenith Happy,Electronics,P001659,Willow Group,Pet Supplies,2,0.0001,0.0769
product,P000407,Acme Improve,Toys,P001984,Willow Eye,Books,2,0.0001,0.0769
product,P000180,Orion Upon,Home & Kitchen,P001533,GreenLeaf Star,Beauty,2,0.0001,0.0769
product,P000434,NeoTech Anything,Toys,P000532,Pulse Commercial,Clothing,2,0.0001,0.0769
product,P000294,Zenith Recently,Automotive,P001450,Zenith Should,Clothing,2,0.0001,0.0769
product,P000179,NeoTech Movement,Home & Kitchen,P000815,Willow Leader,Home & Kitchen,2,0.0001,0.0769
product,P000141,Harbor Since,Automotive,P001704,NeoTech Property,Books,2,0.0001,0.0769
product,P001665,Astra Might,Toys,P000798,Solace Discover,Groceries,2,0.0001,0.0769
product,P001292,Astra Measure,Automotive,P001405,Solace Strong,Toys,2,0.0001,0.0769
product,P001806,Nimbus Focus,Pet Supplies,P000608,GreenLeaf Visit,Toys,2,0.0001,0.0741
product,P001806,Nimbus Focus,Pet Supplies,P000950,GreenLeaf Current,Automotive,2,0.0001,0.0741
product,P000950,GreenLeaf Current,Automotive,P001806,Nimbus Focus,Pet Supplies,2,0.0001,0.0741
product,P001841,Willow Local,Toys,P001104,Orion Vote,Toys,2,0.0001,0.0741
product,P001784,Everest Beautiful,Sports,P001460,Solace Top,Pet Supplies,2,0.0001,0.0741
product,P000655,Astra Strong,Beauty,P000512,Nimbus Knowledge,Sports,2,0.0001,0.0741
product,P000216,Pulse Serious,Sports,P000263,Solace Most,Groceries,2,0.0001,0.0741
product,P001801,Harbor Wrong,Sports,P001979,NeoTech Our,Electronics,2,0.0001,0.0741
product,P001801,Harbor Wrong,Sports,P001448,Harbor Onto,Electronics,2,0.0001,0.0741
product,P000555,Acme Of,Electronics,P001101,Harbor Another,Beauty,2,0.0001,0.0741
product,P001227,GreenLeaf System,Electronics,P001429,Acme Blood,Groceries,2,0.0001,0.0741
product,P000655,Astra Strong,Beauty,P000269,Zenith Clear,Pet Supplies,2,0.0001,0.0741
product,P001118,Willow Attorney,Sports,P001089,NeoTech Person,Books,2,0.0001,0.0741
product,P000560,Everest End,Toys,P001485,Pulse Lose,Electronics,2,0.0001,0.0741
product,P001275,Nimbus Bad,Toys,P000854,GreenLeaf Plan,Automotive,2,0.0001,0.0741
product,P000646,Zenith Study,Books,P000306,Everest Air,Sports,2,0.0001,0.0741
product,P001088,Everest Church,Beauty,P001978,Willow Imagine,Home & Kitchen,2,0.0001,0.0741
product,P001723,Everest To,Pet Supplies,P001354,Harbor Development,Toys,2,0.0001,0.0741
product,P001293,Zenith Without,Toys,P000006,NeoTech When,Toys,2,0.0001,0.0741
product,P001578,Pulse Sea,Pet Supplies,P000523,GreenLeaf Relate,Beauty,2,0.0001,0.0741
product,P001237,Solace Agree,Groceries,P000112,Orion Surface,Sports,2,0.0001,0.0741
product,P001326,GreenLeaf Interview,Clothing,P000255,NeoTech Well,Beauty,2,0.0001,0.0741
product,P000390,Acme Coach,Groceries,P000933,Pulse Attention,Sports,2,0.0001,0.0741
product,P001063,GreenLeaf Happen,Groceries,P000005,Astra Capital,Home & Kitchen,2,0.0001,0.0741
product,P001784,Everest Beautiful,Sports,P000924,Everest Table,Sports,2,0.0001,0.0741
product,P001192,Pulse Street,Home & Kitchen,P000028,Astra Road,Automotive,2,0.0001,0.0741
product,P000053,Willow Item,Automotive,P000514,Everest Despite,Home & Kitchen,2,0.0001,0.0741
product,P001822,Orion Race,Automotive,P001803,NeoTech Throughout,Beauty,2,0.0001,0.0741
product,P001784,Everest Beautiful,Sports,P000218,Harbor Last,Electronics,2,0.0001,0.0741
product,P000678,Zenith Whole,Toys,P000696,Solace Glass,Automotive,2,0.0001,0.0741
product,P000816,Pulse Author,Toys,P000868,Willow Eat,Beauty,2,0.0001,0.0741
product,P001801,Harbor Wrong,Sports,P000300,Astra May,Groceries,2,0.0001,0.0741
product,P000842,NeoTech Who,Home & Kitchen,P001688,Zenith Mr,Sports,2,0.0001,0.0741
product,P001034,Nimbus Imagine,Home & Kitchen,P000640,Zenith Rise,Automotive,2,0.0001,0.0741
product,P000655,Astra Strong,Beauty,P000304,Willow Site,Clothing,2,0.0001,0.0741
product,P000677,Astra Cost,Pet Supplies,P000081,Zenith Great,Toys,2,0.0001,0.0741
product,P000053,Willow Item,Automotive,P000766,Pulse Sell,Clothing,2,0.0001,0.0741
product,P001841,Willow Local,Toys,P000511,Nimbus Should,Clothing,2,0.0001,0.0741
product,P000105,Acme Lead,Sports,P000648,Astra Federal,Pet Supplies,2,0.0001,0.0741
product,P001688,Zenith Mr,Sports,P000842,NeoTech Who,Home & Kitchen,2,0.0001,0.0741
product,P001801,Harbor Wrong,Sports,P001524,Zenith Along,Pet Supplies,2,0.0001,0.0741
product,P000655,Astra Strong,Beauty,P000802,Orion Stand,Clothing,2,0.0001,0.0741
product,P000655,Astra Strong,Beauty,P000902,GreenLeaf Card,Pet Supplies,2,0.0001,0.0741
product,P000479,Astra Hospital,Pet Supplies,P001718,Acme Brother,Groceries,2,0.0001,0.0714
product,P000263,Solace Most,Groceries,P000216,Pulse Serious,Sports,2,0.0001,0.0714
product,P000084,Orion Firm,Groceries,P000740,Orion Mention,Books,2,0.0001,0.0714
product,P001315,Everest Well,Books,P000291,Nimbus Goal,Books,2,0.0001,0.0714
product,P000237,Zenith Thus,Automotive,P000976,Solace Billion,Automotive,2,0.0001,0.0714
product,P000820,Orion Get,Automotive,P001900,NeoTech Guess,Electronics,2,0.0001,0.0714
product,P000479,Astra Hospital,Pet Supplies,P001690,Solace Professional,Sports,2,0.0001,0.0714
product,P001839,Zenith Few,Sports,P000672,Pulse Yeah,Automotive,2,0.0001,0.0714
product,P000237,Zenith Thus,Automotive,P001077,Zenith Large,Clothing,2,0.0001,0.0714
product,P000218,Harbor Last,Electronics,P001784,Everest Beautiful,Sports,2,0.0001,0.0714
product,P001315,Everest Well,Books,P001469,Orion Method,Clothing,2,0.0001,0.0714
product,P001839,Zenith Few,Sports,P001239,Zenith Environmental,Groceries,2,0.0001,0.0714
product,P001524,Zenith Along,Pet Supplies,P001801,Harbor Wrong,Sports,2,0.0001,0.0714
product,P001040,Willow Court,Beauty,P000439,GreenLeaf Need,Clothing,2,0.0001,0.0714
product,P000570,Astra Where,Automotive,P000244,Everest Sell,Books,2,0.0001,0.0714
product,P000164,Astra Town,Books,P001397,Zenith Town,Electronics,2,0.0001,0.0714
product,P000164,Astra Town,Books,P000567,Orion Democrat,Home & Kitchen,2,0.0001,0.0714
product,P001022,GreenLeaf Save,Pet Supplies,P001905,GreenLeaf Race,Groceries,2,0.0001,0.0714
product,P000263,Solace Most,Groceries,P001105,Pulse A,Sports,2,0.0001,0.0714
product,P000384,Nimbus Take,Automotive,P000972,Orion Style,Beauty,2,0.0001,0.0714
product,P000587,Zenith Friend,Books,P000900,Pulse Real,Groceries,2,0.0001,0.0714
product,P001505,NeoTech Score,Clothing,P000925,Harbor Size,Books,2,0.0001,0.0714
product,P000589,Astra Next,Toys,P001484,Astra Key,Electronics,2,0.0001,0.0714
product,P001492,Nimbus Economic,Toys,P001351,GreenLeaf Billion,Pet Supplies,2,0.0001,0.0714
product,P001524,Zenith Along,Pet Supplies,P001606,GreenLeaf Stage,Electronics,2,0.0001,0.0714
product,P001294,Solace But,Toys,P001626,Nimbus Out,Groceries,2,0.0001,0.0714
product,P001796,Zenith Military,Pet Supplies,P001422,Solace News,Automotive,2,0.0001,0.069
product,P000111,GreenLeaf Bar,Clothing,P000958,Pulse Five,Sports,2,0.0001,0.069
product,P000198,Orion Face,Electronics,P001495,Acme Soldier,Clothing,2,0.0001,0.069
product,P000824,Nimbus Report,Beauty,P000035,Everest Choose,Electronics,2,0.0001,0.069
product,P001644,Acme Field,Beauty,P001691,Everest Stop,Automotive,2,0.0001,0.069
product,P001420,NeoTech Democrat,Clothing,P001354,Harbor Development,Toys,2,0.0001,0.069
product,P001401,Astra Reveal,Books,P001015,Pulse Seem,Beauty,2,0.0001,0.069
product,P000380,Solace Social,Home & Kitchen,P000303,Willow Note,Electronics,2,0.0001,0.069
product,P001842,Orion Kitchen,Books,P000714,Everest Economic,Groceries,2,0.0001,0.069
product,P000111,GreenLeaf Bar,Clothing,P000576,Zenith Air,Pet Supplies,2,0.0001,0.069
product,P001107,Zenith Fly,Pet Supplies,P001114,Pulse Start,Home & Kitchen,2,0.0001,0.069
product,P000231,Zenith Behavior,Electronics,P001865,Everest Mrs,Books,2,0.0001,0.069
product,P001009,Orion Pull,Sports,P000287,NeoTech Vote,Pet Supplies,2,0.0001,0.069
product,P000287,NeoTech Vote,Pet Supplies,P001009,Orion Pull,Sports,2,0.0001,0.069
product,P001322,GreenLeaf Mr,Beauty,P000795,GreenLeaf News,Books,2,0.0001,0.069
product,P001251,NeoTech Truth,Home & Kitchen,P000650,Everest Parent,Sports,2,0.0001,0.069
product,P001543,Nimbus Attack,Beauty,P001693,GreenLeaf Next,Books,2,0.0001,0.069
product,P001107,Zenith Fly,Pet Supplies,P001432,Nimbus Camera,Automotive,2,0.0001,0.069
product,P000649,Pulse Six,Toys,P000803,GreenLeaf Item,Electronics,2,0.0001,0.069
product,P000111,GreenLeaf Bar,Clothing,P001499,Orion Follow,Automotive,2,0.0001,0.069
product,P001036,Pulse Security,Electronics,P001224,Harbor Last,Toys,2,0.0001,0.069
product,P000621,Astra Daughter,Toys,P000965,Acme Off,Electronics,2,0.0001,0.069
product,P000649,Pulse Six,Toys,P001104,Orion Vote,Toys,2,0.0001,0.069
product,P000233,Zenith Might,Sports,P001314,Orion Response,Beauty,2,0.0001,0.069
product,P001842,Orion Kitchen,Books,P001984,Willow Eye,Books,2,0.0001,0.069
product,P001036,Pulse Security,Electronics,P001579,Willow Know,Automotive,2,0.0001,0.069
product,P000011,GreenLeaf They,Pet Supplies,P000509,NeoTech Throw,Electronics,2,0.0001,0.069
product,P001353,Orion Wrong,Automotive,P000507,Willow Beyond,Home & Kitchen,2,0.0001,0.069
product,P000247,Solace Finish,Books,P001974,Astra Animal,Automotive,2,0.0001,0.069
product,P001266,NeoTech Participant,Home & Kitchen,P000733,Nimbus Check,Beauty,2,0.0001,0.069
product,P001250,Harbor Thought,Toys,P000295,NeoTech What,Pet Supplies,2,0.0001,0.069
product,P000939,Zenith Now,Pet Supplies,P000722,NeoTech Build,Clothing,2,0.0001,0.069
product,P001107,Zenith Fly,Pet Supplies,P001204,NeoTech Plant,Automotive,2,0.0001,0.069
product,P000774,Harbor Think,Clothing,P000652,Pulse Wait,Clothing,2,0.0001,0.069
product,P001543,Nimbus Attack,Beauty,P001481,Harbor Act,Beauty,2,0.0001,0.069
product,P000621,Astra Daughter,Toys,P001117,Astra Water,Automotive,2,0.0001,0.069
product,P001645,Nimbus Much,Sports,P000716,Acme Factor,Electronics,2,0.0001,0.069
product,P001791,Acme Democratic,Groceries,P001164,GreenLeaf Rule,Clothing,2,0.0001,0.069
product,P001639,Everest Single,Clothing,P001017,Orion Late,Sports,2,0.0001,0.069
product,P001112,Willow Sing,Groceries,P000432,Harbor Develop,Pet Supplies,2,0.0001,0.0667
product,P001258,Nimbus Our,Pet Supplies,P001112,Willow Sing,Groceries,2,0.0001,0.0667
product,P000304,Willow Site,Clothing,P000929,Nimbus Learn,Beauty,2,0.0001,0.0667
product,P001112,Willow Sing,Groceries,P001533,GreenLeaf Star,Beauty,2,0.0001,0.0667
product,P000413,Solace Follow,Beauty,P001835,Everest Indicate,Pet Supplies,2,0.0001,0.0667
product,P001112,Willow Sing,Groceries,P001258,Nimbus Our,Pet Supplies,2,0.0001,0.0667
product,P000803,GreenLeaf Item,Electronics,P000649,Pulse Six,Toys,2,0.0001,0.0667
product,P001614,Solace Create,Clothing,P000599,Nimbus Analysis,Groceries,2,0.0001,0.0667
product,P000144,GreenLeaf Interview,Automotive,P001443,Pulse Scene,Books,2,0.0001,0.0667
product,P001112,Willow Sing,Groceries,P001760,Everest Fast,Toys,2,0.0001,0.0667
product,P000777,NeoTech Eye,Pet Supplies,P001933,Zenith Live,Pet Supplies,2,0.0001,0.0667
product,P000506,Harbor West,Sports,P001403,Willow At,Sports,2,0.0001,0.0667
product,P001695,Pulse Look,Groceries,P001249,GreenLeaf Even,Books,2,0.0001,0.0667
product,P000955,Solace So,Sports,P001384,Pulse Few,Clothing,2,0.0001,0.0667
product,P000777,NeoTech Eye,Pet Supplies,P001049,Zenith Their,Electronics,2,0.0001,0.0667
product,P001952,GreenLeaf Action,Beauty,P000635,Acme Provide,Books,2,0.0001,0.0667
product,P000777,NeoTech Eye,Pet Supplies,P001654,GreenLeaf Eye,Sports,2,0.0001,0.0667
product,P000074,Willow Week,Toys,P001015,Pulse Seem,Beauty,2,0.0001,0.0667
product,P000777,NeoTech Eye,Pet Supplies,P001318,Orion Skill,Beauty,2,0.0001,0.0667
product,P000497,Acme Owner,Books,P000776,Pulse Study,Clothing,2,0.0001,0.0667
product,P000960,Acme South,Groceries,P001937,Pulse Reveal,Beauty,2,0.0001,0.0667
product,P000102,Pulse Surface,Groceries,P001657,Solace Table,Groceries,2,0.0001,0.0667
product,P001965,Orion Child,Pet Supplies,P001835,Everest Indicate,Pet Supplies,2,0.0001,0.0667
product,P000304,Willow Site,Clothing,P000655,Astra Strong,Beauty,2,0.0001,0.0667
product,P000497,Acme Owner,Books,P000814,Solace Song,Electronics,2,0.0001,0.0667
product,P000035,Everest Choose,Electronics,P000824,Nimbus Report,Beauty,2,0.0001,0.0667
product,P000731,Pulse Treat,Electronics,P001658,Harbor Agree,Clothing,2,0.0001,0.0645
product,P001225,Orion Begin,Automotive,P001167,Everest Stock,Sports,2,0.0001,0.0645
product,P000507,Willow Beyond,Home & Kitchen,P000706,Solace Situation,Home & Kitchen,2,0.0001,0.0645
product,P000507,Willow Beyond,Home & Kitchen,P001353,Orion Wrong,Automotive,2,0.0001,0.0645
product,P000758,NeoTech Guess,Automotive,P000784,Harbor Bar,Toys,2,0.0001,0.0645
product,P000006,NeoTech When,Toys,P001293,Zenith Without,Toys,2,0.0001,0.0645
product,P000395,Harbor Opportunity,Books,P000234,NeoTech Fear,Electronics,2,0.0001,0.0645
product,P001554,Astra Such,Pet Supplies,P001908,Nimbus Whose,Clothing,2,0.0001,0.0645
product,P000731,Pulse Treat,Electronics,P000609,Zenith Nation,Books,2,0.0001,0.0645
product,P001511,GreenLeaf Push,Books,P001256,Astra Who,Books,2,0.0001,0.0645
product,P000784,Harbor Bar,Toys,P000758,NeoTech Guess,Automotive,2,0.0001,0.0645
product,P001002,Harbor Night,Clothing,P001026,Harbor Hospital,Clothing,2,0.0001,0.0645
product,P001002,Harbor Night,Clothing,P000406,NeoTech Provide,Sports,2,0.0001,0.0645
product,P000512,Nimbus Knowledge,Sports,P000041,Harbor Recent,Books,2,0.0001,0.0645
product,P001257,Nimbus Small,Automotive,P001664,Willow Her,Toys,2,0.0001,0.0645
product,P001773,Orion Event,Groceries,P000119,Pulse Order,Clothing,2,0.0001,0.0645
product,P000540,Zenith Foreign,Automotive,P000007,Zenith School,Toys,2,0.0001,0.0645
product,P000512,Nimbus Knowledge,Sports,P000655,Astra Strong,Beauty,2,0.0001,0.0645
product,P000540,Zenith Foreign,Automotive,P001698,GreenLeaf Day,Clothing,2,0.0001,0.0645
product,P001329,Willow Mean,Sports,P000834,Zenith Need,Electronics,2,0.0001,0.0645
product,P000540,Zenith Foreign,Automotive,P001110,Zenith Again,Toys,2,0.0001,0.0645
product,P001156,Harbor Hear,Books,P000067,Acme Their,Books,2,0.0001,0.0645
product,P001329,Willow Mean,Sports,P000740,Orion Mention,Books,2,0.0001,0.0645
product,P001760,Everest Fast,Toys,P000729,Orion View,Clothing,2,0.0001,0.0625
product,P000832,NeoTech Able,Groceries,P001387,Harbor Success,Sports,2,0.0001,0.0625
product,P000740,Orion Mention,Books,P000084,Orion Firm,Groceries,2,0.0001,0.0625
product,P001984,Willow Eye,Books,P001842,Orion Kitchen,Books,2,0.0001,0.0625
product,P001165,Willow Never,Groceries,P000177,Astra Visit,Beauty,2,0.0001,0.0625
product,P001760,Everest Fast,Toys,P000227,Solace Risk,Home & Kitchen,2,0.0001,0.0625
product,P000767,Everest Family,Automotive,P001702,Pulse Set,Beauty,2,0.0001,0.0625
product,P001387,Harbor Success,Sports,P000197,Astra Brother,Pet Supplies,2,0.0001,0.0625
product,P001794,Willow Treatment,Automotive,P000902,GreenLeaf Card,Pet Supplies,2,0.0001,0.0625
product,P001984,Willow Eye,Books,P001183,Nimbus Word,Electronics,2,0.0001,0.0625
product,P001760,Everest Fast,Toys,P001112,Willow Sing,Groceries,2,0.0001,0.0625
product,P001165,Willow Never,Groceries,P001989,GreenLeaf Major,Books,2,0.0001,0.0625
product,P000740,Orion Mention,Books,P001329,Willow Mean,Sports,2,0.0001,0.0625
product,P001984,Willow Eye,Books,P000407,Acme Improve,Toys,2,0.0001,0.0625
product,P001883,Pulse Still,Pet Supplies,P001085,Harbor Avoid,Groceries,2,0.0001,0.0625
product,P001883,Pulse Still,Pet Supplies,P001364,Acme Modern,Books,2,0.0001,0.0625
product,P001883,Pulse Still,Pet Supplies,P001976,Orion Size,Beauty,2,0.0001,0.0625
product,P001387,Harbor Success,Sports,P000832,NeoTech Able,Groceries,2,0.0001,0.0625
product,P001989,GreenLeaf Major,Books,P001951,Willow Perform,Pet Supplies,2,0.0001,0.0606
product,P001989,GreenLeaf Major,Books,P001165,Willow Never,Groceries,2,0.0001,0.0606
product,P000244,Everest Sell,Books,P000570,Astra Where,Automotive,2,0.0001,0.0606
product,P000433,NeoTech Ask,Pet Supplies,P000903,Pulse Paper,Toys,2,0.0001,0.0606
product,P000650,Everest Parent,Sports,P001251,NeoTech Truth,Home & Kitchen,2,0.0001,0.0606
product,P000244,Everest Sell,Books,P001162,Zenith Price,Books,2,0.0001,0.0606
product,P000509,NeoTech Throw,Electronics,P000011,GreenLeaf They,Pet Supplies,2,0.0001,0.0606
product,P000133,Solace Team,Pet Supplies,P000377,GreenLeaf Eat,Toys,2,0.0001,0.0606
product,P000248,Solace Street,Beauty,P001828,Willow Cost,Books,2,0.0001,0.0606
product,P000046,Pulse Project,Pet Supplies,P000791,Pulse Piece,Books,2,0.0001,0.0606
product,P000509,NeoTech Throw,Electronics,P001600,Harbor Significant,Sports,2,0.0001,0.0606
product,P001654,GreenLeaf Eye,Sports,P000798,Solace Discover,Groceries,2,0.0001,0.0606
product,P001654,GreenLeaf Eye,Sports,P000777,NeoTech Eye,Pet Supplies,2,0.0001,0.0606
product,P001654,GreenLeaf Eye,Sports,P000791,Pulse Piece,Books,2,0.0001,0.0606
product,P001989,GreenLeaf Major,Books,P000898,Zenith Although,Sports,2,0.0001,0.0606
product,P001466,Orion Fund,Beauty,P000628,Astra Small,Electronics,2,0.0001,0.0606
product,P000133,Solace Team,Pet Supplies,P000054,GreenLeaf Hair,Automotive,2,0.0001,0.0606
product,P000515,Zenith Treatment,Toys,P000728,Solace Around,Beauty,2,0.0001,0.0606
product,P001499,Orion Follow,Automotive,P000111,GreenLeaf Bar,Clothing,2,0.0001,0.0606
product,P001772,Acme Then,Clothing,P001109,Acme So,Toys,2,0.0001,0.0588
product,P001488,Zenith Like,Books,P001337,NeoTech Occur,Toys,2,0.0001,0.0588
product,P000152,Zenith Soon,Sports,P001217,Everest Really,Beauty,2,0.0001,0.0588
product,P000760,Zenith North,Beauty,P001193,Zenith Team,Pet Supplies,2,0.0001,0.0588
product,P000760,Zenith North,Beauty,P000272,Nimbus Process,Electronics,2,0.0001,0.0588
product,P001772,Acme Then,Clothing,P001992,Astra Particularly,Electronics,2,0.0001,0.0588
product,P001239,Zenith Environmental,Groceries,P001839,Zenith Few,Sports,2,0.0001,0.0571
product,P000902,GreenLeaf Card,Pet Supplies,P000729,Orion View,Clothing,2,0.0001,0.0571
product,P001354,Harbor Development,Toys,P001420,NeoTech Democrat,Clothing,2,0.0001,0.0571
product,P000007,Zenith School,Toys,P000540,Zenith Foreign,Automotive,2,0.0001,0.0571
product,P000902,GreenLeaf Card,Pet Supplies,P001794,Willow Treatment,Automotive,2,0.0001,0.0571
product,P000007,Zenith School,Toys,P001437,Solace Hundred,Pet Supplies,2,0.0001,0.0571
product,P000902,GreenLeaf Card,Pet Supplies,P000655,Astra Strong,Beauty,2,0.0001,0.0571
product,P001354,Harbor Development,Toys,P001723,Everest To,Pet Supplies,2,0.0001,0.0571
product,P001164,GreenLeaf Rule,Clothing,P001791,Acme Democratic,Groceries,2,0.0001,0.0556
product,P000762,Everest Response,Clothing,P001884,Everest Type,Groceries,2,0.0001,0.0541
