product_id,product_name,category,brand,price,avg_rating_overall,rating_30d,total_risk_reviews,top_pain_points,action_required
P000283,Everest Image,Beauty,Everest,42.47,3.25,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001946,Solace Carry,Books,Solace,62.58,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000267,Nimbus Lawyer,Automotive,Nimbus,696.74,2.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001626,Nimbus Out,Groceries,Nimbus,30.12,3.43,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001627,Nimbus Happy,Groceries,Nimbus,11.67,3.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001944,Nimbus East,Books,Nimbus,63.5,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000264,Acme Account,Electronics,Acme,1006.47,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000046,Pulse Project,Pet Supplies,Pulse,19.09,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001942,Everest School,Toys,Everest,24.99,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000260,Harbor System,Groceries,Harbor,24.11,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000047,Acme Together,Beauty,Acme,94.71,3.86,4.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001632,GreenLeaf Indicate,Groceries,GreenLeaf,15.64,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000259,Orion Financial,Sports,Orion,166.86,3.67,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000256,Orion Treat,Automotive,Orion,664.92,4.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001635,Nimbus South,Home & Kitchen,Nimbus,207.67,2.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000255,NeoTech Well,Beauty,NeoTech,71.91,3.25,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000049,NeoTech Help,Home & Kitchen,NeoTech,12.72,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001637,Harbor Tax,Automotive,Harbor,529.06,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001938,Harbor Himself,Books,Harbor,8.05,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001937,Pulse Reveal,Beauty,Pulse,159.29,2.83,1.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000253,Harbor Reduce,Groceries,Harbor,46.4,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001936,Nimbus Safe,Automotive,Nimbus,413.42,3.67,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001935,NeoTech Watch,Books,NeoTech,77.28,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001640,GreenLeaf Do,Beauty,GreenLeaf,10.87,4.5,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000252,NeoTech Class,Pet Supplies,NeoTech,46.59,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000268,Willow Officer,Automotive,Willow,253.41,3.5,3.33,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000270,Zenith Break,Books,Zenith,44.29,3.89,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000037,Orion Approach,Pet Supplies,Orion,44.4,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001621,Harbor College,Home & Kitchen,Harbor,15.11,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001598,NeoTech Administration,Automotive,NeoTech,407.98,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000286,Zenith Church,Pet Supplies,Zenith,39.15,4.11,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001954,Astra Kitchen,Toys,Astra,26.54,3.67,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001602,Everest Take,Clothing,Everest,260.17,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000284,Zenith Then,Beauty,Zenith,7.78,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001953,Orion International,Electronics,Orion,955.5,3.85,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001570,Willow Few,Beauty,Willow,130.56,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001606,GreenLeaf Stage,Electronics,GreenLeaf,1097.96,3.17,2.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001952,GreenLeaf Action,Beauty,GreenLeaf,118.9,3.67,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000041,Harbor Recent,Books,Harbor,94.35,3.27,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000282,Solace Represent,Beauty,Solace,154.03,2.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001608,Orion Whatever,Books,Orion,96.75,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000281,Acme Stuff,Groceries,Acme,28.99,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000042,NeoTech Power,Toys,NeoTech,36.95,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000278,Astra Goal,Beauty,Astra,37.69,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000277,Orion Their,Beauty,Orion,43.39,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001613,Zenith Lawyer,Automotive,Zenith,734.26,3.56,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000275,Everest Customer,Toys,Everest,36.36,5.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001949,Astra Make,Books,Astra,19.54,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001616,GreenLeaf Draw,Books,GreenLeaf,167.4,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001617,Astra Plant,Automotive,Astra,788.84,3.56,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000311,Pulse Money,Beauty,Pulse,110.72,3.43,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000322,Astra Explain,Groceries,Astra,32.16,3.82,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001569,Everest Develop,Clothing,Everest,51.05,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001990,Zenith Page,Home & Kitchen,Zenith,431.12,4.62,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000357,Astra Hundred,Electronics,Astra,1423.47,3.55,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001494,NeoTech Often,Books,NeoTech,18.45,2.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001992,Astra Particularly,Electronics,Astra,1166.24,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000354,Pulse Letter,Electronics,Pulse,1387.39,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001497,Harbor Power,Electronics,Harbor,944.56,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001498,Acme Take,Clothing,Acme,207.25,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000353,Zenith Thought,Toys,Zenith,83.19,3.45,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001500,Nimbus Agree,Automotive,Nimbus,746.51,4.43,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000352,Everest Daughter,Toys,Everest,112.71,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000351,Willow Event,Toys,Willow,84.8,3.33,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001503,NeoTech Interesting,Automotive,NeoTech,126.6,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001994,GreenLeaf Concern,Beauty,GreenLeaf,57.21,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000350,Harbor Financial,Sports,Harbor,241.98,4.0,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001505,NeoTech Score,Clothing,NeoTech,142.27,3.46,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001506,Nimbus Support,Home & Kitchen,Nimbus,186.05,3.2,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000349,Zenith Need,Electronics,Zenith,474.22,4.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001508,Pulse Ok,Electronics,Pulse,1016.69,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000348,Acme Vote,Pet Supplies,Acme,47.14,3.75,3.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001510,GreenLeaf Reduce,Pet Supplies,GreenLeaf,93.58,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001511,GreenLeaf Push,Books,GreenLeaf,52.29,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001512,Harbor Discover,Books,Harbor,51.45,3.62,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000347,Astra Significant,Pet Supplies,Astra,19.77,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001514,NeoTech Into,Toys,NeoTech,61.14,3.62,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001993,Zenith Rise,Pet Supplies,Zenith,68.6,2.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001492,Nimbus Economic,Toys,Nimbus,119.02,3.78,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001568,Pulse Scientist,Groceries,Pulse,11.15,3.8,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001479,Pulse Pm,Electronics,Pulse,624.52,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001470,Willow Against,Groceries,Willow,7.41,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001471,NeoTech Writer,Sports,NeoTech,161.15,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000004,Nimbus South,Electronics,Nimbus,541.41,3.0,4.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001998,Solace Practice,Beauty,Solace,105.48,3.7,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000371,NeoTech Stand,Groceries,NeoTech,19.06,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001474,Astra Write,Groceries,Astra,11.31,4.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001997,Zenith Board,Clothing,Zenith,106.67,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001476,Nimbus Sound,Books,Nimbus,22.36,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001996,NeoTech Turn,Home & Kitchen,NeoTech,69.46,4.0,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000366,NeoTech Fill,Home & Kitchen,NeoTech,242.13,4.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001480,GreenLeaf Deal,Pet Supplies,GreenLeaf,20.68,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000358,Solace Something,Electronics,Solace,1001.67,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001482,Harbor Per,Pet Supplies,Harbor,37.9,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001483,Astra Cup,Pet Supplies,Astra,77.99,3.67,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000360,Nimbus Main,Pet Supplies,Nimbus,59.31,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001486,Acme Key,Home & Kitchen,Acme,151.5,3.5,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001487,Zenith Ago,Books,Zenith,52.1,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000359,Zenith Citizen,Pet Supplies,Zenith,31.35,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001489,Everest Now,Pet Supplies,Everest,40.0,3.56,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000005,Astra Capital,Home & Kitchen,Astra,198.0,4.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001490,Orion Total,Clothing,Orion,158.04,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001515,Zenith Reduce,Home & Kitchen,Zenith,40.8,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000346,Pulse Third,Books,Pulse,51.61,3.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001517,GreenLeaf Present,Clothing,GreenLeaf,233.7,2.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001643,Acme Show,Clothing,Acme,58.73,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000329,Astra Support,Toys,Astra,106.81,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000328,Pulse Group,Toys,Pulse,26.74,3.38,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000019,Acme Live,Automotive,Acme,225.87,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001547,Orion Catch,Clothing,Orion,149.44,3.82,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000327,Orion Television,Pet Supplies,Orion,98.15,4.0,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000326,Acme Financial,Groceries,Acme,2.75,3.75,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000021,Willow Special,Electronics,Willow,1772.36,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000022,Nimbus Sit,Clothing,Nimbus,37.65,4.0,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001974,Astra Animal,Automotive,Astra,282.64,3.4,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001552,Nimbus Key,Automotive,Nimbus,27.47,3.25,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001973,Pulse Design,Electronics,Pulse,416.78,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000319,Everest Baby,Books,Everest,40.58,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000345,Solace Official,Books,Solace,62.17,4.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001556,Harbor Population,Pet Supplies,Harbor,86.48,3.67,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001557,Acme Wait,Pet Supplies,Acme,75.93,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000318,Willow Position,Pet Supplies,Willow,91.92,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000317,Zenith International,Home & Kitchen,Zenith,101.71,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001560,Everest Bar,Electronics,Everest,1033.13,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001561,Nimbus Risk,Beauty,Nimbus,69.68,3.0,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000316,NeoTech Also,Toys,NeoTech,72.21,3.5,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001563,Everest Else,Books,Everest,15.87,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000315,Acme Room,Electronics,Acme,1620.72,4.17,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001970,Astra Success,Beauty,Astra,136.74,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000312,Willow Let,Beauty,Willow,84.79,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000330,Orion Begin,Pet Supplies,Orion,37.03,3.54,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001542,Willow Message,Electronics,Willow,355.14,3.78,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001979,NeoTech Our,Electronics,NeoTech,662.22,2.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000017,Solace Something,Books,Solace,25.66,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000344,GreenLeaf At,Automotive,GreenLeaf,145.72,3.8,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001521,Acme Likely,Automotive,Acme,818.59,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001523,Pulse Require,Groceries,Pulse,6.6,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001524,Zenith Along,Pet Supplies,Zenith,29.67,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000012,GreenLeaf Road,Electronics,GreenLeaf,1299.71,3.71,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000341,Pulse Serious,Sports,Pulse,53.26,3.86,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001986,Willow Somebody,Books,Willow,65.24,5.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000013,Harbor Others,Groceries,Harbor,19.09,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001527,Willow Result,Electronics,Willow,2035.42,3.64,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001528,Pulse Behavior,Beauty,Pulse,150.71,3.38,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001529,NeoTech Whom,Books,NeoTech,42.34,3.6,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001530,NeoTech Collection,Sports,NeoTech,125.28,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001531,Pulse Race,Pet Supplies,Pulse,49.15,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001532,NeoTech Admit,Electronics,NeoTech,137.82,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000339,Nimbus Memory,Pet Supplies,Nimbus,93.07,3.89,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000014,Astra Anyone,Electronics,Astra,99.56,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001983,Willow Message,Home & Kitchen,Willow,11.12,3.64,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001536,Nimbus Wish,Clothing,Nimbus,37.11,4.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000334,Pulse Something,Pet Supplies,Pulse,84.07,3.73,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001539,Willow Into,Clothing,Willow,103.59,3.75,4.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000333,GreenLeaf Reflect,Books,GreenLeaf,32.42,3.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001541,Solace Tv,Automotive,Solace,636.16,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001642,Acme Design,Groceries,Acme,5.55,3.57,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001658,Harbor Agree,Clothing,Harbor,20.37,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001934,NeoTech Song,Automotive,NeoTech,286.31,3.88,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000159,Nimbus Stock,Sports,Nimbus,146.05,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001766,Willow Purpose,Pet Supplies,Willow,64.22,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000157,GreenLeaf Ask,Beauty,GreenLeaf,195.21,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001768,GreenLeaf Name,Beauty,GreenLeaf,29.53,3.0,1.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001769,Acme Theory,Groceries,Acme,18.76,3.56,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001875,Orion Serious,Toys,Orion,86.67,3.33,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000079,Orion However,Pet Supplies,Orion,71.29,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000155,Harbor Firm,Books,Harbor,12.17,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001772,Acme Then,Clothing,Acme,20.18,3.88,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001773,Orion Event,Groceries,Orion,12.34,3.67,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001774,Astra Take,Groceries,Astra,22.01,4.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001775,Zenith Religious,Groceries,Zenith,23.52,3.57,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001776,Orion Push,Books,Orion,56.21,3.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000081,Zenith Great,Toys,Zenith,13.12,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001778,Solace Minute,Toys,Solace,10.29,3.86,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000154,Harbor Bill,Toys,Harbor,32.06,3.8,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000152,Zenith Soon,Sports,Zenith,299.66,3.75,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001781,Pulse Central,Electronics,Pulse,984.2,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000150,Pulse Kitchen,Clothing,Pulse,70.84,3.8,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000149,Nimbus Where,Automotive,Nimbus,323.14,3.5,2.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001784,Everest Beautiful,Sports,Everest,219.72,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001785,Solace Even,Clothing,Solace,90.15,4.17,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001786,Astra Expect,Sports,Astra,48.62,4.12,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000158,Zenith Accept,Sports,Zenith,314.58,3.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000160,Acme Cold,Electronics,Acme,259.69,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001742,GreenLeaf End,Electronics,GreenLeaf,814.3,3.43,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001876,Willow Law,Beauty,Willow,67.41,3.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001745,Solace Particular,Home & Kitchen,Solace,157.71,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001746,Solace Step,Beauty,Solace,32.16,3.78,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000171,Astra Protect,Toys,Astra,47.33,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000072,GreenLeaf West,Groceries,GreenLeaf,39.59,4.17,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000073,Harbor Authority,Toys,Harbor,46.81,4.25,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001749,Zenith Discuss,Beauty,Zenith,25.95,3.9,5.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001750,Solace Possible,Books,Solace,61.35,3.56,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000170,NeoTech Imagine,Toys,NeoTech,20.19,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001885,Zenith Catch,Home & Kitchen,Zenith,215.62,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001752,GreenLeaf Tell,Home & Kitchen,GreenLeaf,412.8,3.88,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001884,Everest Type,Groceries,Everest,15.66,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000168,Nimbus If,Sports,Nimbus,298.04,3.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001755,GreenLeaf Star,Automotive,GreenLeaf,305.42,4.2,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001756,Astra Book,Automotive,Astra,967.83,2.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000167,Pulse Answer,Sports,Pulse,28.53,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001758,Everest Whole,Pet Supplies,Everest,8.07,3.9,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001881,Acme Support,Books,Acme,36.2,3.57,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001759,NeoTech Story,Sports,NeoTech,407.54,3.4,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000076,Nimbus Test,Beauty,Nimbus,137.88,3.83,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000077,Solace Particular,Toys,Solace,27.21,3.14,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001878,Pulse Computer,Home & Kitchen,Pulse,212.46,3.38,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001877,Orion Miss,Toys,Orion,63.71,4.5,4.5,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000161,NeoTech Weight,Electronics,NeoTech,701.36,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000148,GreenLeaf Medical,Toys,GreenLeaf,68.12,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001867,Acme Foot,Toys,Acme,93.84,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001866,GreenLeaf Some,Home & Kitchen,GreenLeaf,21.92,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000126,Willow Arm,Sports,Willow,423.57,3.6,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000125,Orion Gas,Beauty,Orion,59.55,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001820,NeoTech Personal,Clothing,NeoTech,90.19,3.75,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001821,Orion Off,Electronics,Orion,852.12,4.14,4.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000124,Everest Yes,Home & Kitchen,Everest,36.32,3.5,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000123,Solace Everyone,Clothing,Solace,244.44,4.0,3.0,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000120,Zenith White,Clothing,Zenith,176.19,4.0,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001826,Solace Guy,Clothing,Solace,117.72,3.88,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000092,Willow Economy,Beauty,Willow,177.95,3.88,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000093,NeoTech Peace,Sports,NeoTech,202.3,3.5,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P000095,NeoTech Certainly,Clothing,NeoTech,121.02,3.85,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001828,Willow Cost,Books,Willow,54.83,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
P001830,Acme Chance,Electronics,Acme,1127.47,3.83,,0,N/A,Consider Re-exposure or Recommendation to Dormant Customers
